DeveloperStatus,Age,EdLevel,Employment,WorkExp,WorkExpLevel,YearsCode,YearOfCodingLevel,DevType,OrgSize,OrgSizeCategory,Industry,AIThreat,Career,Country,LanguageHaveWorkedWith,LanguageWantToWorkWith,LanguageAdmired,LanguageCount,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,DatabaseAdmired,DatabaseCount,PlatformHaveWorkedWith,PlatformWantToWorkWith,PlatformAdmired,PlatformCount,WebframeHaveWorkedWith,WebframeWantToWorkWith,WebframeAdmired,WebframeCount,DevEnvsHaveWorkedWith,DevEnvsWantToWorkWith,DevEnvsAdmired,DevEnvsCount,AIModelsHaveWorkedWith,AIModelsWantToWorkWith,AIModelsAdmired,AIModelsCount,AIUsageScale,AIWorkflowSentiment,AIAccuracyTrust,AIComplex,AIToolCurrentlyUseFor,PartialAITaskCount,AIToolDontPlanToUseFor,NoAITaskCount,AIToolPlanToPartiallyUseFor,PlannedPartialAITaskCount,AIToolPlanToMostlyUseFor,PlannedMostlyAITaskCount,AIAgents,AIAgentChange,ConvertedCompYearly,JobSat,,
Emerging Developer,25-34 years old,Some college/university study without earning a degree,Not employed,11,Senior,10,Senior,"Developer, full-stack",Unknown,Unknown,Unknown,No,No Career Change,Russian Federation,Bash/Shell (all shells);C#;Dart;GDScript;Go;HTML/CSS;JavaScript;Kotlin;TypeScript,C;C#;C++;Go;HTML/CSS;JavaScript;TypeScript;Zig,C#;Go;HTML/CSS;JavaScript;TypeScript,12,MariaDB;MongoDB;Redis;Supabase,MySQL;Redis,Redis,5,Chocolatey;Docker;Homebrew;Make;npm;NuGet;Supabase;Vercel;Vite,Chocolatey;Cloudflare;Homebrew;npm;Yandex Cloud,Chocolatey;Homebrew;npm,11,Deno;Express;jQuery;Next.js;Node.js;React;Svelte,Node.js,Node.js,7,Android Studio;IntelliJ IDEA;Nano;Notepad++;Visual Studio;Visual Studio Code;VSCodium;Zed,Nano;VSCodium;Zed,Nano;VSCodium;Zed,8,Alibaba Cloud Qwen models;DeepSeek (R- Reasoning models);DeepSeek (V- General purpose models);Meta Llama (all models);Perplexity Sonar models;X Grok models,DeepSeek (R- Reasoning models);DeepSeek (V- General purpose models);Meta Llama (all models),DeepSeek (R- Reasoning models);DeepSeek (V- General purpose models);Meta Llama (all models),6,4,Unfavorable,Somewhat distrust,Very poor at complex tasks,Project planning;Debugging or fixing code;Search for answers,3,Learning about a codebase;Writing code;Documenting code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Generating content or synthetic data;Creating or maintaining documentation,8,Testing code,1,Unknown,1,"No, no Plans","Yes, somewhat",75410,8,,
Non-Developer (Support/Occasional),35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15,Senior,24,Senior,DevOps engineer or professional,100 to 499 employees,Medium,Software Development,I'm not sure,No Career Change,Finland,Bash/Shell (all shells);C;Go;Java;Lua;Python,Bash/Shell (all shells);C;C++;Go;Lua;Python,Bash/Shell (all shells);C;Go;Lua;Python,7,Elasticsearch;MongoDB;Redis,Elasticsearch;MongoDB;Redis;Valkey,Elasticsearch;MongoDB;Redis,4,Ansible;APT;Cargo;Make;npm;Pip;Podman,Ansible;APT;Make;Podman;Poetry,Ansible;APT;Make;Podman,8,Unknown,Unknown,Unknown,1,IntelliJ IDEA;Nano;Neovim,IntelliJ IDEA;Neovim,IntelliJ IDEA;Neovim,3,Microsoft Phi-4 models;openAI GPT (chatbot models),Anthropic: Claude Sonnet;Gemini (Flash general purpose models);Gemini (Pro Reasoning models);Meta Llama (all models);Microsoft Phi-4 models;openAI GPT (chatbot models);openAI Reasoning models;Perplexity Sonar models,Microsoft Phi-4 models;openAI GPT (chatbot models),8,3,Favorable,Somewhat distrust,Bad at complex tasks,Debugging or fixing code;Predictive analytics;Search for answers;Generating content or synthetic data;Learning new concepts or technologies,5,Deployment and monitoring,1,Learning about a codebase;Project planning;Writing code;Documenting code;Testing code;Committing and reviewing code;Creating or maintaining documentation,7,Unknown,1,"No, Planning Soon",Not at all or minimally,69087,8,,
Professional Developer,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Freelancer,34,Senior,34,Senior,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",Micro,Software Development,No,No Career Change,Romania,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;R;Rust;SQL;Swift;TypeScript,Unknown,Unknown,14,MySQL;PostgreSQL;SQLite,DuckDB,Unknown,5,Unknown,Unknown,Unknown,1,Deno;jQuery;Node.js;React;Spring Boot,Unknown,Unknown,6,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,1,Indifferent,Neither trust nor distrust,I don’t use AI / Don’t know,Unknown,1,Unknown,1,Unknown,1,Unknown,1,"No, no Plans",Not at all or minimally,63808,10,,
Professional Developer,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,4,Mid,7,Mid,"Developer, back-end","1,000 to 4,999 employees",Large,Software Development,No,Mild Interest in Changing,Portugal,Dart;Java;JavaScript;SQL,Dart;Java;JavaScript;SQL,Dart;Java;JavaScript;SQL,4,H2;MongoDB;PostgreSQL;Redis,H2;MongoDB;PostgreSQL;Redis,H2;MongoDB;PostgreSQL;Redis,4,Docker;Gradle;Maven (build tool);Microsoft Azure;npm;Prometheus,Docker;Gradle;Maven (build tool);Microsoft Azure;npm;Prometheus,Docker;Gradle;Maven (build tool);Microsoft Azure;npm;Prometheus,6,Angular;Spring Boot,Angular;Spring Boot,Angular;Spring Boot,2,Android Studio;IntelliJ IDEA;Visual Studio Code;WebStorm,Android Studio;IntelliJ IDEA;Visual Studio Code;WebStorm,Android Studio;IntelliJ IDEA;Visual Studio Code;WebStorm,4,Unknown,Unknown,Unknown,1,4,Indifferent,Somewhat trust,"Good, but not great ",Search for answers,1,Project planning;Committing and reviewing code;Deployment and monitoring;Learning new concepts or technologies,4,Learning about a codebase;Documenting code;Testing code;Creating or maintaining documentation,4,Writing code;Debugging or fixing code;Predictive analytics;Generating content or synthetic data,4,"Yes, Monthly/Infrequent","Yes, somewhat",75410,8,,
Professional Developer,55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,25,Senior,32,Senior,"Developer, back-end","1,000 to 4,999 employees",Large,Healthcare,Yes,Mild Interest in Changing,Slovakia,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,Unknown,Unknown,7,Dynamodb;Elasticsearch;Microsoft SQL Server,Unknown,Unknown,4,Unknown,Unknown,Unknown,1,Vue.js,Unknown,Unknown,2,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,1,Very unfavorable,Neither trust nor distrust,I don’t use AI / Don’t know,Unknown,1,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data;Creating or maintaining documentation;Learning new concepts or technologies;Other (write in):,14,Unknown,1,Unknown,1,"No, no Plans",Not at all or minimally,75410,9,,
Professional Developer,45-54 years old,Some college/university study without earning a degree,Employed,20,Senior,20,Senior,"Developer, full-stack",20 to 99 employees,Small,Banking/Financial Services,Yes,Strong Interest in Changing,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL,C#;Lua;R;Ruby;Swift,Ruby,9,MariaDB;PostgreSQL;Redis;SQLite,Valkey,Unknown,6,Amazon Web Services (AWS);Docker;Homebrew;Kubernetes;New Relic;npm;Yarn,Ansible;Terraform,Unknown,10,jQuery;Ruby on Rails;WordPress,Node.js,Unknown,5,Android Studio;IntelliJ IDEA;Nano;Sublime Text;Xcode,Unknown,Unknown,6,Alibaba Cloud Qwen models;DeepSeek (R- Reasoning models);Meta Llama (all models);openAI Reasoning models,Unknown,Unknown,5,3,Unfavorable,Highly distrust,Very poor at complex tasks,Testing code,1,Project planning;Writing code;Deployment and monitoring;Predictive analytics,4,Learning about a codebase;Documenting code;Debugging or fixing code;Committing and reviewing code;Search for answers;Creating or maintaining documentation;Learning new concepts or technologies,7,Generating content or synthetic data;Other (write in):,2,"No, no Plans",Not at all or minimally,130000,5,,
Professional Developer,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,11,Senior,3,Mid,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",Micro,Software Development,Yes,No Career Change,India,Bash/Shell (all shells);C;C++;GDScript;HTML/CSS;JavaScript;Python;SQL;TypeScript,C++;GDScript;Go;HTML/CSS;JavaScript;Kotlin;PHP;Python;Rust;SQL;Swift;TypeScript,C++;GDScript;HTML/CSS;JavaScript;Python;SQL;TypeScript,14,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,1,Unknown,1,Unknown,1,Unknown,Unknown,75410,2,,
Professional Developer,25-34 years old,"Associate degree (A.A., A.S., etc.)",Freelancer,12,Senior,14,Senior,"Developer, front-end",Less than 20 employees,Micro,Banking/Financial Services,No,Mild Interest in Changing,Brazil,C#;Dart;HTML/CSS;JavaScript;Kotlin;SQL;Swift;TypeScript;Visual Basic (.Net),C#;Dart;HTML/CSS;JavaScript;Kotlin;TypeScript;Visual Basic (.Net),C#;Dart;HTML/CSS;JavaScript;Kotlin;TypeScript;Visual Basic (.Net),9,Firebase Realtime Database;Microsoft SQL Server;MongoDB,Firebase Realtime Database;Microsoft SQL Server;MongoDB,Firebase Realtime Database;Microsoft SQL Server;MongoDB,3,Unknown,Unknown,Unknown,1,Angular;ASP.NET;ASP.NET Core;jQuery;Vue.js,Angular;ASP.NET Core;jQuery,Angular;ASP.NET Core;jQuery,5,Android Studio;Claude Code;Visual Studio Code;Xcode,Android Studio;Visual Studio Code,Android Studio;Visual Studio Code,4,Unknown,Unknown,Unknown,1,5,Favorable,Neither trust nor distrust,Neither good nor bad,Writing code;Documenting code;Debugging or fixing code;Testing code;Predictive analytics;Search for answers;Learning new concepts or technologies,7,Project planning;Deployment and monitoring,2,Learning about a codebase;Committing and reviewing code;Generating content or synthetic data;Creating or maintaining documentation,4,Unknown,1,"Yes, Daily","Yes, somewhat",36407,8,,
Professional Developer,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Freelancer,10,Mid,10,Senior,"Developer, full-stack",Unknown,Unknown,Software Development,I'm not sure,Mild Interest in Changing,Ireland,Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;SQL;TypeScript,Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;SQL;TypeScript,7,Databricks SQL;MariaDB;MongoDB;PostgreSQL;Snowflake;SQLite;Supabase;Pocketbase,Databricks SQL;MariaDB;PostgreSQL;SQLite;Supabase;Pocketbase,Databricks SQL;MariaDB;PostgreSQL;SQLite;Supabase;Pocketbase,8,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Docker;Firebase;Homebrew;npm;pnpm;Supabase;Terraform;Vercel,Amazon Web Services (AWS);Bun;Cloudflare;Digital Ocean;Docker;Homebrew;pnpm;Supabase,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Docker;Homebrew;pnpm;Supabase,12,Express;Next.js;Node.js;React;WordPress,Astro;Deno;Express;Next.js;Node.js;React;WordPress,Express;Next.js;Node.js;React;WordPress,7,Android Studio;Claude Code;Cursor;VSCodium,Android Studio;Claude Code;Cursor;VSCodium;Zed,Android Studio;Claude Code;Cursor;VSCodium,5,Anthropic: Claude Sonnet,Anthropic: Claude Sonnet;Gemini (Flash general purpose models);Gemini (Pro Reasoning models),Anthropic: Claude Sonnet,3,5,Favorable,Somewhat trust,"Good, but not great ",Testing code;Committing and reviewing code;Deployment and monitoring;Generating content or synthetic data;Learning new concepts or technologies,5,Unknown,1,Unknown,1,Learning about a codebase;Debugging or fixing code;Predictive analytics,3,"Yes, Daily","Yes, to a great extent",75410,8,,
Professional Developer,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8,Mid,18,Senior,"Developer, back-end",20 to 99 employees,Small,Banking/Financial Services,No,No Career Change,France,C#;C++;SQL,C#;GDScript;JavaScript;SQL,C#;SQL,5,Microsoft SQL Server,Microsoft SQL Server,Microsoft SQL Server,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,2,Favorable,Highly distrust,Very poor at complex tasks,Unknown,1,Project planning;Deployment and monitoring;Predictive analytics;Learning new concepts or technologies,4,Learning about a codebase;Documenting code;Debugging or fixing code;Testing code;Committing and reviewing code;Search for answers;Creating or maintaining documentation,7,Writing code;Generating content or synthetic data,2,"No, no Plans",Not at all or minimally,52207,6,,
Non-Developer (Support/Occasional),55-64 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,33,Senior,38,Senior,Data scientist,"1,000 to 4,999 employees",Large,Energy,No,No Career Change,Sweden,Python;Rust,Python;Rust,Python;Rust,2,InfluxDB;PostgreSQL;SQLite,PostgreSQL;SQLite,PostgreSQL;SQLite,3,Cargo;Docker;Podman,Cargo;Podman;Prometheus,Cargo;Podman,4,Unknown,Unknown,Unknown,1,Jupyter Notebook/JupyterLab;Visual Studio Code,Jupyter Notebook/JupyterLab;Visual Studio Code,Jupyter Notebook/JupyterLab;Visual Studio Code,2,Unknown,Unknown,Unknown,1,5,Favorable,Neither trust nor distrust,Very poor at complex tasks,Writing code;Search for answers;Learning new concepts or technologies,3,Learning about a codebase;Project planning;Debugging or fixing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Generating content or synthetic data,7,Documenting code;Testing code;Creating or maintaining documentation,3,Unknown,1,"No, no Plans",Not at all or minimally,83857,8,,
Professional Developer,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,5,Mid,8,Mid,"Developer, front-end",20 to 99 employees,Small,Software Development,No,No Career Change,Canada,HTML/CSS;JavaScript;TypeScript,Go;HTML/CSS;Rust;TypeScript,HTML/CSS;TypeScript,5,PostgreSQL;SQLite,PostgreSQL;SQLite,PostgreSQL;SQLite,2,Docker;npm;pnpm;Vite,Cargo;Docker;Kubernetes;pnpm;Vite,Docker;pnpm;Vite,6,Node.js;React;Svelte,Astro;Svelte,Svelte,4,Visual Studio Code,Visual Studio Code,Visual Studio Code,1,Anthropic: Claude Sonnet;openAI GPT (chatbot models),openAI GPT (chatbot models),openAI GPT (chatbot models),2,5,Indifferent,Neither trust nor distrust,Bad at complex tasks,Writing code;Documenting code;Debugging or fixing code;Committing and reviewing code;Generating content or synthetic data;Creating or maintaining documentation;Learning new concepts or technologies,7,Learning about a codebase;Project planning;Deployment and monitoring;Predictive analytics;Search for answers,5,Testing code,1,Unknown,1,"Yes, Weekly",Not at all or minimally,58367,6,,
Professional Developer,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,29,Senior,29,Senior,AI/ML engineer,"1,000 to 4,999 employees",Large,Unknown,No,No Career Change,New Zealand,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,C;Go;Prolog;Rust,Unknown,10,DuckDB;PostgreSQL;SQLite,Neo4J,Unknown,5,Amazon Web Services (AWS);Ansible;Chocolatey;Docker;Kubernetes;Make;New Relic;Pip,Google Cloud;Kubernetes,Kubernetes,9,Django;FastAPI,Unknown,Unknown,3,Claude Code;Jupyter Notebook/JupyterLab;Notepad++;Vim;Visual Studio Code,Claude Code;Cursor;Vim;Zed,Claude Code;Vim,7,Anthropic: Claude Sonnet;Gemini (Flash general purpose models);openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models,Anthropic: Claude Sonnet;Gemini (Flash general purpose models);Gemini (Pro Reasoning models);Meta Llama (all models);Microsoft Phi-4 models;Mistral AI models;openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models;Perplexity Sonar models;X Grok models,Anthropic: Claude Sonnet;Gemini (Flash general purpose models);openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models,11,4,Very favorable,Somewhat distrust,Bad at complex tasks,Learning about a codebase;Writing code;Debugging or fixing code;Testing code;Committing and reviewing code;Search for answers,6,Project planning;Deployment and monitoring;Predictive analytics;Generating content or synthetic data,4,Learning new concepts or technologies,1,Unknown,1,"Yes, Weekly","Yes, somewhat",124687,6,,
Non-Developer (Support/Occasional),25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,7,Mid,17,Senior,Academic researcher,"1,000 to 4,999 employees",Large,Higher Education,No,No Career Change,Germany,Bash/Shell (all shells);C;C++;Fortran;HTML/CSS;MATLAB;Python,Bash/Shell (all shells);C++;Python;Rust,Bash/Shell (all shells);C++;Python,8,Unknown,Unknown,Unknown,1,APT;Docker;Make;Pip;Podman,Ansible;Docker;Kubernetes;Pip;Podman,Docker;Pip;Podman,7,Unknown,Unknown,Unknown,1,Visual Studio Code,Visual Studio Code;VSCodium,Visual Studio Code,2,Unknown,Unknown,Unknown,1,3,Indifferent,Somewhat distrust,Bad at complex tasks,Debugging or fixing code;Testing code;Search for answers;Generating content or synthetic data;Learning new concepts or technologies,5,Documenting code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Creating or maintaining documentation,5,Learning about a codebase;Project planning;Writing code,3,Unknown,1,"No, no Plans","Yes, somewhat",73553,8,,
Professional Developer,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15,Senior,20,Senior,"Developer, mobile",100 to 499 employees,Medium,"Internet, Telecomm or Information Services",No,Mild Interest in Changing,Czech Republic,Bash/Shell (all shells);C;C#;C++;Swift,Swift,Swift,5,MySQL,Unknown,Unknown,2,Unknown,Unknown,Unknown,1,WordPress,Unknown,Unknown,2,Jupyter Notebook/JupyterLab;PyCharm;Visual Studio;Visual Studio Code;Xcode,Jupyter Notebook/JupyterLab;PyCharm;Visual Studio Code;Xcode,Jupyter Notebook/JupyterLab;PyCharm;Visual Studio Code;Xcode,5,DeepSeek (R- Reasoning models);Gemini (Flash general purpose models);Gemini (Pro Reasoning models);Meta Llama (all models);openAI GPT (chatbot models);X Grok models,Unknown,Unknown,7,5,Favorable,Neither trust nor distrust,Bad at complex tasks,Writing code;Search for answers;Learning new concepts or technologies,3,Unknown,1,Learning about a codebase;Project planning;Debugging or fixing code;Committing and reviewing code;Predictive analytics;Generating content or synthetic data;Creating or maintaining documentation,7,Documenting code;Testing code;Deployment and monitoring,3,"No, no Plans","Yes, somewhat",75410,8,,
Professional Developer,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14,Senior,18,Senior,"Developer, back-end",20 to 99 employees,Small,Fintech,No,No Career Change,Taiwan,Bash/Shell (all shells);JavaScript;SQL;TypeScript,JavaScript;Python;SQL;TypeScript,JavaScript;SQL;TypeScript,5,Dynamodb;PostgreSQL;Supabase,Dynamodb;PostgreSQL;Redis,Dynamodb;PostgreSQL,4,Amazon Web Services (AWS);Ansible;Cloudflare;Docker;Google Cloud;Homebrew;Kubernetes;npm;Supabase;Vercel;Vite,Amazon Web Services (AWS);Cloudflare;Docker;Google Cloud;Homebrew;Kubernetes;npm;Vercel;Vite,Amazon Web Services (AWS);Cloudflare;Docker;Google Cloud;Homebrew;Kubernetes;npm;Vercel;Vite,11,Next.js;Node.js;React;WordPress,Django;Next.js;Node.js,Next.js;Node.js,5,Claude Code;Cursor;Visual Studio Code,Claude Code;Cursor;Visual Studio Code,Claude Code;Cursor;Visual Studio Code,3,Anthropic: Claude Sonnet;Gemini (Pro Reasoning models);openAI GPT (chatbot models);Perplexity Sonar models;X Grok models,Anthropic: Claude Sonnet;Gemini (Pro Reasoning models);openAI GPT (chatbot models);Perplexity Sonar models;X Grok models,Anthropic: Claude Sonnet;Gemini (Pro Reasoning models);openAI GPT (chatbot models);Perplexity Sonar models;X Grok models,5,5,Very favorable,Highly trust,Very good at complex tasks,Unknown,1,Unknown,1,Unknown,1,Project planning;Testing code;Deployment and monitoring;Predictive analytics,4,"Yes, Daily","Yes, to a great extent",84716,8,,
Professional Developer,35-44 years old,Some college/university study without earning a degree,Employed,20,Senior,30,Senior,"Developer, front-end",Less than 20 employees,Micro,Software Development,Yes,Mild Interest in Changing,Japan,HTML/CSS;JavaScript,HTML/CSS;JavaScript,HTML/CSS;JavaScript,2,Unknown,Unknown,Unknown,1,Cloudflare;npm,Unknown,Unknown,3,Astro;Node.js;Svelte,Astro,Astro,3,Cline and/or Roo;Visual Studio Code,Claude Code;Cursor;Windsurf,Unknown,6,Gemini (Flash general purpose models);Gemini (Pro Reasoning models);openAI GPT (chatbot models),Gemini (Pro Reasoning models);openAI GPT (chatbot models),Gemini (Pro Reasoning models);openAI GPT (chatbot models),3,4,Indifferent,Neither trust nor distrust,"Good, but not great ",Learning about a codebase;Writing code;Debugging or fixing code;Search for answers;Creating or maintaining documentation;Learning new concepts or technologies,6,Unknown,1,Unknown,1,Unknown,1,"Yes, Weekly","Yes, somewhat",34544,2,,
